Mysis MeasUUrements,,,,,,,,,,,,,,FF = Fresh FUUll,,F = Female,UU = UUnknown,F2 - LDM - Large Dark MarsUUpiUUm,,,,
22,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,8.61,JJ,21:55,22, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
23,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,4.43,JJ,21:55,23, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
24,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,16.00,F1,21:55,24, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
25,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,5.61,JJ,21:55,25, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
26,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,6.29,JJ,21:55,26, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
27,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,9.61,JJ,21:55,27, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
28,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,6.08,JJ,21:55,28, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
29,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,6.45,JJ,21:55,29, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
30,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,5.14,JJ,21:55,30, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
31,Yes, 0.5 ,07/20/14,19924, 16.5 ,DIL-6,4.17,JJ,21:55,31, 31 ,,"August 14, 2014",PF,DIL_MYS_072014-001,,,,,,,
32,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.39,JJ,21:55,1, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
33,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.57,JJ,21:55,2, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
34,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.69,JJ,21:55,3, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
35,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,10.25,UU,21:55,4, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
36,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.75,M1,21:55,5, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
37,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,8.11,JJ,21:55,6, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
38,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.49,JJ,21:55,7, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
39,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.66,JJ,21:55,8, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
40,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.79,JJ,21:55,9, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
41,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.59,JJ,21:55,10, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
42,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.07,JJ,21:55,11, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
43,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.54,JJ,21:55,12, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
44,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,10.49,UU,21:55,13, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
45,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.77,JJ,21:55,14, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
46,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.56,JJ,21:55,15, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
47,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,9.95,JJ,21:55,16, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
48,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.91,JJ,21:55,17, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
49,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.85,JJ,21:55,18, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
50,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.73,JJ,21:55,19, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
51,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.90,JJ,21:55,20, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
52,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.34,JJ,21:55,21, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
53,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.32,JJ,21:55,22, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
54,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.33,JJ,21:55,23, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
55,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.08,JJ,21:55,24, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
56,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,13.75,M1,21:55,25, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
57,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,15.19,M1,21:55,26, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
58,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.08,JJ,21:55,27, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
59,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.22,JJ,21:55,28, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
60,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.92,JJ,21:55,29, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
61,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.43,JJ,21:55,30, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
62,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.79,JJ,21:55,31, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
63,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.66,JJ,21:55,32, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
64,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,10.33,UU,21:55,33, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
65,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,15.27,M1,21:55,34, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
66,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.59,JJ,21:55,35, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
67,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.70,JJ,21:55,36, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
68,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.44,JJ,21:55,37, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
69,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,15.10,M1,21:55,38, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
70,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.25,JJ,21:55,39, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
71,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.76,JJ,21:55,40, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
72,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.58,JJ,21:55,41, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
73,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.01,JJ,21:55,42, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
74,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,8.04,JJ,21:55,43, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
75,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.73,JJ,21:55,44, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
76,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.00,JJ,21:55,45, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
77,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,15.91,M1,21:55,46, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
78,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.78,M1,21:55,47, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
79,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.82,JJ,21:55,48, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
80,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,8.60,JJ,21:55,49, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
81,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,8.18,JJ,21:55,50, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
82,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.99,JJ,21:55,51, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
83,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.27,JJ,21:55,52, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
84,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.21,JJ,21:55,53, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
85,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,15.74,UU,21:55,54, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
86,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.18,JJ,21:55,55, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
87,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.54,JJ,21:55,56, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
88,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.00,M1,21:55,57, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
89,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.74,JJ,21:55,58, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
90,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.78,JJ,21:55,59, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
91,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.93,JJ,21:55,60, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
92,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.99,JJ,21:55,61, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
93,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.85,JJ,21:55,62, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
94,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.71,JJ,21:55,63, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
95,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,10.64,UU,21:55,64, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
96,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.75,JJ,21:55,65, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
97,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.88,JJ,21:55,66, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
98,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.15,JJ,21:55,67, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
99,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,9.67,JJ,21:55,68, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
100,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.38,M1,21:55,69, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
101,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.87,JJ,21:55,70, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
102,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.57,JJ,21:55,71, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
103,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.98,JJ,21:55,72, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
104,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.41,JJ,21:55,73, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
105,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.88,JJ,21:55,74, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
106,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.23,M1,21:55,75, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
107,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.98,JJ,21:55,76, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
108,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.38,JJ,21:55,77, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
109,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,13.93,UU,21:55,78, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
110,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,9.49,JJ,21:55,79, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
111,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.59,JJ,21:55,80, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
112,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.54,JJ,21:55,81, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
113,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.40,JJ,21:55,82, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
114,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.19,JJ,21:55,83, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
115,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,11.35,UU,21:55,84, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
116,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,18.54,F1,21:55,85, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
117,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.78,JJ,21:55,86, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
118,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.86,JJ,21:55,87, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
119,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,13.77,UU,21:55,88, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
120,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.94,JJ,21:55,89, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
121,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,8.73,JJ,21:55,90, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
122,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.00,JJ,21:55,91, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
123,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,9.87,JJ,21:55,92, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
124,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.16,JJ,21:55,93, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
125,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,10.48,UU,21:55,94, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
126,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,16.00,UU,21:55,95, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
127,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.88,JJ,21:55,96, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
128,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.01,JJ,21:55,97, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
129,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,13.10,M1,21:55,98, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
130,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,9.64,JJ,21:55,99, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
131,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.93,JJ,21:55,100, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
132,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.53,JJ,21:55,101, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
133,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.40,JJ,21:55,102, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
134,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.63,JJ,21:55,103, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
135,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.30,JJ,21:55,104, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
136,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.44,JJ,21:55,105, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
137,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.57,JJ,21:55,106, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
138,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,10.09,UU,21:55,107, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
139,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,9.67,JJ,21:55,108, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
140,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,8.53,JJ,21:55,109, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
141,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.39,JJ,21:55,110, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
142,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.69,JJ,21:55,111, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
143,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.09,JJ,21:55,112, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
144,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.61,JJ,21:55,113, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
145,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,14.43,M1,21:55,114, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
146,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.85,JJ,21:55,115, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
147,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,4.72,JJ,21:55,116, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
148,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.83,JJ,21:55,117, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
149,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,7.60,JJ,21:55,118, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
150,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,15.83,UU,21:55,119, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
151,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,5.37,JJ,21:55,120, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
152,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,16.04,M1,21:55,121, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
153,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,2.77,JJ,21:55,122, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
154,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.74,JJ,21:55,123, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
155,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,16.13,UU,21:55,124, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
156,Yes, 1.0 ,07/20/14,19924, 16.5 ,DIL-6,6.24,JJ,21:55,125, 157 ,,"September 13, 2014",PF,DIL_MYS_072014-002,,,,,,,
